event_id,source,title,url,publish_time,author,content,like_count,share_count,comment_count,read_count
83,南方周末,拐孩子的余华英判了，买孩子的呢？丨法眼,https://www.infzm.com/contents/281230,2024-10-25 15:08:14,刘哲,"现在更多的是只追究人贩子的责任，买方责任很少触及或轻微触及，这样不利于遏制买方市场，也不利于从总体上提升犯罪成本。 

收买的目的也不一定单纯。收买之后，让孩子从事苦役、街头卖艺、行乞、偷盗、抢夺等违法犯罪活动也是存在的。 

没有从严，则从宽无意义。有人会担心，增加对买孩者的刑罚会影响被拐卖儿童的解救，导致解救受阻。其实我们只是看到了问题的一面。",84,138,34,
84,南方周末,记者暗访“贩卖婴儿”事件：可考虑建立合法的民间收养渠道丨快评,https://www.infzm.com/contents/281228,2024-10-25 14:00:00,陈斌,最优的安排或是：所谓的登记真的只是登记，送养方与收养方在当地民政部门的主持或撮合下，向对方传达己方的真实信息，任何一方都不需要向当地民政部门或福利院缴纳任何费用（除了可能不多的登记费用），更遑论大笔的收养费。这样对民间收养纳入官方渠道很有助益：在没有额外制度成本的前提下，既可以让他们的民间收养权转让合法化，又可以避免各种潜在的纠纷。,10,18,5,
85,南方周末,后续有没有综艺在接洽？陈好：没有计划,https://www.infzm.com/contents/281012,2024-10-25 12:55:53,南周文娱,,5,0,0,
86,南方周末,靠双腿讲故事，她还原艺术的本源生命力,https://www.infzm.com/contents/281164,2024-10-25 12:00:00,彭子敏、林小桐,,4,1,4,
87,南方周末,余华英拐卖儿童重审一审宣判：死刑,https://www.infzm.com/contents/281223,2024-10-25 11:09:08,南方+,,8,7,6,
88,南方周末,境外有民族资产需要解冻？公安部：这50个项目是骗局,https://www.infzm.com/contents/281293,2024-10-25 11:00:00,人民日报,,0,0,0,
89,南方周末,年轻人越来越爱读韩国文学了吗？,https://www.infzm.com/contents/281209,2024-10-25 11:00:00,南方人物周刊记者 王佳薇 南方人物周刊实习记者 姚雨丹,"韩流的推动、翻译院等机构的资助、在国际文学奖的表现以及能引起共鸣的现实议题和人文关怀，让韩国文学越来越受国外年轻读者的欢迎。

女性处境、时代暴力、历史伤痕和社会不平等是读者对韩国文学最普遍的印象，长久以来也一直是韩国文学的主题，“如今恰好满足了世界读者的阅读需求”。甚至在大学课堂上，“00后”学生阅读许多韩国文学作品时思维都能接上。",22,33,12,
90,南方周末,储户存款不翼而飞案告破，齐商银行合规度怎么样？,https://www.infzm.com/contents/281215,2024-10-25 08:56:55,南方周末新金融研究中心研究员 廖浩伦,"从罚没金额维度观察，齐商银行的年内机构被罚没金额远超城商行机构被罚没金额均值水平。

在11张罚单中，6张罚单指向资产质量。

不良贷款率较高。尽管采取低拨备率策略，净利增幅仍仅1.61%。",12,22,7,
91,南方周末,张培力：艺术是一次拔牙手术,https://www.infzm.com/contents/280997,2024-10-25 08:00:00,南方人物周刊特约撰稿 格雷,（本文首发于南方人物周刊）,4,5,0,
92,南方周末,杨澜：劝女儿裤子长点反被“上课”，咋不去告诉男生管好自己,https://www.infzm.com/contents/280352,2024-10-24 23:00:00,南瓜视业,母亲杨澜：到底怎样才算尊重女性？孩子可以给我们很好的提示。,6,1,2,
93,南方周末,要证明，要审批，担心成隐形歧视：“痛经假”痛在哪儿,https://www.infzm.com/contents/281213,2024-10-24 21:23:01,南方周末记者 姜博文 南方周末实习生 孙琪 龚涵孜,"上海、浙江少数地区明确经期假为公假或带薪，山东则按病假处理。大多数地方未有明确规定。

多地规定中，请痛经假有一项前置条件，即要有诊断证明。“我本身就不舒服，还要去医院排队处理这个事儿。”

李华平担心，设置痛经假反而加剧职场中的隐形性别歧视。“用人单位觉得要增加用工成本，表面上不说，但可能减少对女职工的招聘。”",33,78,22,
94,南方周末,长丰学校食堂给学生吃臭肉：应调查承包商是否为白手套或关系户丨快评,https://www.infzm.com/contents/281211,2024-10-24 21:00:00,陈斌,当地警方似乎有必要展开调查，确定食堂承包商云南润升物业公司是如何被选中的，学校决策者有没有收取好处或回扣？另一种可能是承包商是学校实控人或其他负责人的“白手套”，这样比选供应商吃回扣的赚头更大，所以有必要调查云南润升物业公司的股权结构与实控人是谁，与学校决策者有没有亲友关系与利益勾连。总之核心是查关系查钱的流向。,32,49,22,
95,南方周末,李诞：搞艺术创作，才应该把赚钱放在第一位,https://www.infzm.com/contents/281130,2024-10-24 20:00:00,南瓜视业,刘震云：自古至今说书生必须特别潦倒的时候，才能把《红楼梦》写好，我坚决不相信,3,0,0,
96,南方周末,他知道电影的所有套路，却从不按套路出牌,https://www.infzm.com/contents/281092,2024-10-24 19:00:00,卢佳,,11,5,2,
97,南方周末,擎朗智能李通：机器人的真正价值在应用丨探访新质生产力先锋系列,https://www.infzm.com/contents/281207,2024-10-24 18:39:51,南方周末研究员 曹妍,2022年底，ChatGPT点燃生成式人工智能浪潮，市场涌现出众多机器人相关企业。然而，当前能做机器人Demo的公司很多，能落地产品的却还少，企业生存更是不易。那么，机器人的应用受到哪些因素制约？企业如何平衡资金投入与研发产出？,5,12,0,
98,南方周末,《怪奇大法师》：蒂姆·波顿还魂好莱坞,https://www.infzm.com/contents/281003,2024-10-24 18:00:00,南方人物周刊特约撰稿 吴泽源,（本文首发于南方人物周刊）,2,2,0,
99,南方周末,被控受贿1.04亿余元，山西省委原副书记商黎光受贿案一审开庭,https://www.infzm.com/contents/281203,2024-10-24 17:04:53,人民日报客户端,,7,19,1,
100,南方周末,十五运前瞻：全红婵带货之风，这回吹到了广州,https://www.infzm.com/contents/281168,2024-10-24 17:00:00,特约撰稿 郑凝,接下来的广州，不仅是体育盛事的举办地，同时也将是新型消费的“赛博大卖场”。,2,6,1,
101,南方周末,家庭照护为什么这么难⑥：照护就像独自执行火星任务,https://www.infzm.com/contents/281166,2024-10-24 16:00:00,胡泳,"初入“照护王国”的旅程可能就像独自前往火星执行任务一样——陌生、不舒适、极其孤立——在无人培训的情况下，需要迅即掌握一系列新工具和系统。派你执行任务的控制中心似乎离你遥不可及，一切“救援”任务全靠你自己拿主意。

照护之旅与其他旅程的主要区别在于，尽管它可能有一个明确的开端，但前方的道路却无法确定。旅程可能只有几个月，也可能持续很多年。

照护之旅结束后，照护者应该允许自己悲伤、寻求支持并专注于自我更新。进行自我反省、追求个人兴趣和与亲人及更大的社交圈重新建立联系，可以帮助照护者找到超越照护角色的身份感。记住要善待自己，相信你的爱、奉献和努力真正发挥了意义。",15,18,3,
102,南方周末,“冷门歌手”官宣演唱会，现在年轻人还听孙燕姿吗？,https://www.infzm.com/contents/280784,2024-10-24 15:00:00,野话人间,在越来越流量化的娱乐时代，前辈一些的流行音乐歌手们，难免也会遭遇时代的洪流。,5,7,7,
103,南方周末,胡展奋：掏耳记 | 云间夜话,https://www.infzm.com/contents/281136,2024-10-24 14:00:00,胡展奋,“枣核”迸出后，医生继续让我观摩耳道里的残余杂碎，灯光里，整个耳穹像杭州南高峰下的石屋洞，无数小耳垢一如钟乳石丛生，有倒垂的，有横逸的，有斜插的，有打垒的，细看石凳、石台、石臼、石杵又什么都有，像煞中药加工坊，医生开始征求我的意见，激战后，阁下此处像个被废弃的古战场，您倒是打扫，还是不打扫？,16,28,4,
104,南方周末,奶茶名越卷越嗲，年轻人都要被教做人了,https://www.infzm.com/contents/280664,2024-10-24 12:00:00,斯沅,不论是奶茶名越来越长、越来越怪还是越来越嗲，首要原因都是为了吸引消费者的注意力。,18,16,8,
105,南方周末,开滦集团钱家营煤矿冒顶事故已有2人获救,https://www.infzm.com/contents/281154,2024-10-24 11:02:53,央视新闻客户端,,6,0,0,
106,南方周末,“历史是中国人的宗教”：从巫术角度，看古代帝王对史书的恐惧,https://www.infzm.com/contents/281086,2024-10-24 11:00:00,彭治宇,"更好的办法是进入公共记忆，通过立德、立功、立言受到公众跨越千年乃至数千年的尊敬，这庞大的愿力可以让逝者的魂力得到极大的补充，成为儒家所称的浩然之气、正气，获得“下则为河岳，上则为日星”“地维赖以立，天柱赖以尊”的力量。

同理，青史留名，如果是美名，有助于灵魂长存和壮大，如果是恶名，则万民的咒诅会促进灵魂的消亡，让灵魂受苦。这才是古代儒家士大夫不怕死的道德根源，这才是皇帝害怕史书的关键因素。",31,36,7,
107,南方周末,唐克扬：我要有间不同的教室 | 空间新语,https://www.infzm.com/contents/281140,2024-10-24 10:00:00,唐克扬,"在教室里，教师好像天然就站在屋子的前方某一面墙前，具有较高的权威。所有学生都向着老师这一侧观望。老师可以方便地观察到每一个学生的表情和举动，而学生们并没有选择看什么不看什么的自由。

空间一定具有某种秩序，只是传统空间给人一种印象，似乎这种秩序是凝滞的、不可变更的。这种秩序又常被认为是二元化的和单面的。消极地参与这个空间的大多数人，并无管理空间的义务，彼此间也缺乏有效的联络手段；主导空间的人看似拥有极大的权力，实则也会承担非常大的压力。

教育既是被教育也是自我教育，当我们的学生不仅是为了拿到成绩积攒绩点的时候，他们也许已经为既求人又律己的创新做好了准备，没有黑板，同样能聚精会神地听一堂课，会爱上那没有任何隔墙但多智慧的教学楼。",7,7,1,
108,南方周末,企业打造公益项目品牌的“扬长”与“避短”——2024年南方周末中国公益项目品牌榜（企业类）解读,https://www.infzm.com/contents/281069,2024-10-24 09:44:23,南方周末公益研究中心,调研发现，企业在打造公益项目品牌时呈现出与公益机构不同的特点和优势，如善于搭建平台、依托企业基金会或专项基金、民营企业百花齐放等。但也面临项目品牌持续发展不足、社会影响力受限等短板。如何“扬长”而不“避短”是未来发展的关键。,3,15,0,
109,南方周末,iCANX国际科学家联合会主席张海霞：“把年轻人的创造力逼出来”,https://www.infzm.com/contents/281138,2024-10-24 09:00:00,南方周末记者 王航,"成立国家科学家联合会，其实是回归科学家的初心，把科学知识和智慧分享给世界，带动世界向前走。从历史上来看，正是一批批科学家愿意无偿把知识和智慧奉献给世界，才推动了社会向前发展，科学技术是无国界的。

iCAN比赛与其他赛事的不同，是要让学生去解决自己的问题，真正激发他们的创新精神。我们的教育一直在教学生解决别人的问题，但只有让学生从无到有去想一个新点子，亲手实现，并得到认可，他才能真正成长。

芯片是很成熟的产业，如何生产几纳米的芯片，要么就是踏踏实实去拜师，以大国工匠精神做得更好，要么就只能另辟蹊径。一个需要沙和尚般的吃苦精神，另一个则需要孙悟空式的天马行空的创新人才。",11,42,4,
110,南方周末,李诞：职业脱口秀演员，不真诚,https://www.infzm.com/contents/281126,2024-10-24 08:00:00,南瓜视业,李诞：脱口秀，我还是想保持业余的状态,7,0,0,
111,南方周末,ETF规模创新高，散户为何热衷借基入市？,https://www.infzm.com/contents/281134,2024-10-23 22:52:58,南方周末记者 徐庭芳,"在巨幅震荡行情中，被视作“傻瓜式”投资的ETF也难免成为炒作对象。

和科创板类似，散户目前投资北交所个股仍需满足较高的投资门槛，而ETF指数基金则跨过了这道门槛，让散户得以参与高成长股的投资。

在极端行情下，涨停会限制基金的买入，此时会有更多现金趴在账上，摊薄基金收益。",28,60,6,
112,南方周末,怀孕对大脑的深刻影响,https://www.infzm.com/contents/281053,2024-10-23 22:00:00,南方周末特约撰稿  袁端端,科学家第一次持续观测到怀孕对女性大脑产生的影响和变化，包括对认知、情绪和记忆的影响。孕期的一个重要现象是，大脑灰质减少，白质增加。这些变化未必是坏事。,38,68,7,
113,南方周末,蒋寅 | “广州爵士音乐季”初识山本刚,https://www.infzm.com/contents/281057,2024-10-23 21:00:00,蒋寅,山本刚曾说：“音乐是心灵的语言。”当他进入演奏，就仿佛是在用钢琴描绘一个个美好生活的片段，沉浸投入却不失纯真活泼，正是他自然的本色。,6,1,0,
114,南方周末,逝者丨聂华苓与“国际写作计划”：这是我的果实,https://www.infzm.com/contents/281124,2024-10-23 19:22:34,"南方周末记者 翁榕榕 南方周末实习生 董嘉迪
","中国世界华文文学学会学术委员会副主任颜敏告诉南方周末记者，无论是在创作视野、方向，还是深度方面，聂华苓的“国际写作计划”对中国作家都产生了深远影响。

1980年代初，聂华苓到访武汉，对后来以武汉大学为首的作家班的创办产生深刻影响。武汉大学於可训教授曾在《我记忆中的作家班》一文中写道，“武汉大学作家班，虽然是插班生制度的产物，但创办作家班的某些基本理念，却是受了美国爱荷华大学‘国际写作计划’的影响……”",18,46,5,
115,南方周末,汉堡界的特斯拉，割不动打工人了,https://www.infzm.com/contents/279435,2024-10-23 19:00:00,子非,在当今的餐饮市场，性价比已成为消费者选择的重要考量因素，虽然性价比消费是市场的主流趋势，但这并不意味着高端餐饮品牌就失去了存在的空间。,16,13,16,
116,南方周末,数学不好，可能是一种障碍？,https://www.infzm.com/contents/281114,2024-10-23 18:00:00,南方周末记者 黄思卓,"一些中小学生智力正常，教育资源也不匮乏，但数学却明显落后。他们与粗心大意、“鸡娃”与否并无关系。

“很多家长理解的学习困难，可能不是医学意义上的学习困难。医学意义上的学习困难是一种神经发育障碍。”

空间与数学学习困难门诊的对象目前包括四类：数感差，基本计数困难；记住规则和公式困难；掌握数学概念、复杂的数学问题困难；几何、图形和表格理解困难。",75,384,47,
117,南方周末,走进责任企业｜阳光电源：连接绿色使命，共筑持续价值,https://www.infzm.com/contents/281096,2024-10-23 17:46:50,南方周末中国企业社会责任研究中心,全球化进程中，阳光电源深刻认识到，需要对自身的环境、社会影响进行系统化管理，设置清晰的路径和目标，才能够更好地满足内外部发展需求，为利益相关方创造更多价值。,4,29,0,
118,南方周末,姜志刚受贿案一审宣判：有期徒刑15年,https://www.infzm.com/contents/281118,2024-10-23 17:05:48,人民日报客户端,,8,0,1,
119,南方周末,高空抛物案被告人被判死刑：预防加威慑，撑起头顶一片安全的天空丨快评,https://www.infzm.com/contents/281112,2024-10-23 16:59:19,王兢,这起“高空抛物判死第一案”显示，唯有继续加大执法力度，落实刑罚的威慑力，以科技手段锁定嫌疑人，事先摸排管控类似本案中周某这样的“五失人员”，方能更好地治理“高空抛物”这一危害公共安全的城市顽疾。有效预防胜于事后追责，加强威慑方能防微杜渐，不能等造成严重后果乃至出现人员伤亡了才行动。既然现行立法已经确定了“高空抛物罪”属于行为犯，治理这一顽疾就应借鉴处理酒驾醉驾的方式，及时扑灭危害公共安全的源头。,39,82,15,
120,南方周末,中指研究院常务副院长黄瑜：房地产收储堵点何在,https://www.infzm.com/contents/281102,2024-10-23 16:00:00,南方周末特约撰稿 张宇轩,"前三季度全国有约270个市（县）出台房地产政策超560条。其中调整公积金、发放购房补贴两类政策出台频次最高。

各地收储工作进展较慢，仍面临价格撮合难度大、地方国企资金成本较高、供需错配等问题。",7,10,6,
121,南方周末,北京教育考试院：未调整北京高考语文整本书阅读考查方式,https://www.infzm.com/contents/281104,2024-10-23 15:43:01,北京教育考试院网站,,3,1,2,
122,南方周末,“五篇大文章”恰满周年，2024年“金标杆”揭榜在即,https://www.infzm.com/contents/281098,2024-10-23 15:00:00,南方周末新金融研究中心研究员 陈琰 李鹤鸣 廖浩伦 张文景,"银行业测评机构由2023年的20家系统性重要银行扩容至43家；保险业测评机构从2023年的9家保险公司扩容至保费收入规模位居行业前列且信息披露度相对完善的35家险企。

这是当下中国主流传媒率先推出的以全面反映银行保险机构践行“五篇大文章”质效作为主要评价导向的榜单体系。

公募基金损益榜测评对象为经历2017年10月30日至2024年10月30日的全市场四类主流基金，包括普通股票型、主动债券型、混合型和主动QDII型基金，涉及约6500只基金及其所属约170个基金管理人。

“牧羊犬—中国金融业合规云平台”已是目前国内金融合规大数据领域信源覆盖最广、采集准确率最高、数据分析功能最领先的平台产品之一。",9,60,0,
123,南方周末,里夫金：地球不该叫“地球”而应叫“水星球”,https://www.infzm.com/contents/281082,2024-10-23 14:00:00,南方周末记者 黄思琪,"一会干旱，一会洪水，到底是水用完了，还是水太多了？事实上，气候变暖下，淡水资源并未消耗殆尽，而是整个水圈的水循环正在发生巨变，我在书中用“水圈再野化”的概念来形容。水的失控证明水圈正在解放自己。

人类要重新适应水圈，而不是继续强迫水圈适应人类。",30,47,16,
124,南方周末,医学生侮辱大体老师引舆论哗然：没有人伦底线何来医者仁心？丨快评,https://www.infzm.com/contents/281084,2024-10-23 12:00:00,辛省志,"医学最终目的是治病救人，这意味着，医学要与人打交道，除了科学的部分之外，医学也必然需要人文情怀，医生必须要对病人、对生命充满关怀、尊重和敬畏。尊重生命是医学的底色，培养医学人文精神是医学教育的重要组成部分。

医学生如果“无所畏惧”到连生命都不知敬畏，让人如何相信他们将来会真正关爱生命，关爱病人？",52,50,26,
125,南方周末,新冠增加心脑血管疾病风险的新认识,https://www.infzm.com/contents/281055,2024-10-23 10:00:00,南方周末特约撰稿 袁端端,最新研究为新冠病毒对心血管的长期潜在影响提供了新的认识，在新冠疫情早期感染原始毒株的未接种疫苗者，罹患心脏病、中风及全因死亡的风险显著增加，且在感染三年后没有减缓的迹象。,10,26,3,
126,南方周末,#科创连连问【宋亚宸】,https://www.infzm.com/contents/281067,2024-10-23 09:07:52,南方周末科创力研究中心,,0,0,0,
127,南方周末,这两本新书，书写了75年的“广东日记”,https://www.infzm.com/contents/281065,2024-10-23 09:00:00,南方周末记者 冯飞,一部广东当代史，一个全国典型样本。,4,2,4,
128,南方周末,真心熔金丨姚大力读《程应镠文学文存》,https://www.infzm.com/contents/281028,2024-10-23 08:00:00,姚大力,由文学而通达人情，由通人情而能胜人一筹地洞悉人的历史。今天的我们只能高山仰止，那已经是我们这一代人学不来的本领。,4,33,1,
129,南方周末,神舟十九号计划近日择机实施发射，船箭组合体转运至发射区,https://www.infzm.com/contents/281059,2024-10-22 22:32:01,新华社,,6,3,2,
130,南方周末,代发“爽文”未满十天，我发现自己的阅读思维在被悄悄改变,https://www.infzm.com/contents/281044,2024-10-22 22:00:00,夜雅,被迫停止代发后，回看自己边发边读的时间，发现虽然流量不好，但被“洗脑”倒是很快……,23,11,4,
131,南方周末,八卷本《肖洛霍夫文集》出版往事，兼忆李福清,https://www.infzm.com/contents/281024,2024-10-22 20:00:00,张福生,在我编辑《肖洛霍夫文集》的五年中，孙美玲老师对我的帮助非常之大，使我有一种读研究生的感觉，她是导师，带我研究了五年肖洛霍夫。,5,13,1,
132,南方周末,从帝王师到“知其不可为而为之”：谈谈诸葛亮在中国文化史上的象征,https://www.infzm.com/contents/281032,2024-10-22 18:00:00,刘勃,"既然一定会失败，为什么还要做呢？

因为有亡国，有亡天下。古代的国，含义和今天不同，改朝换代，是亡国；仁义礼智信这些儒家心目中最基本的人伦，这个要是丢了，是亡天下。

面对无法战胜的黑暗势力，不可抗拒的时代洪流，抵抗了，失败了，那是亡国了，但是天下不亡，因为奋勇抗争，鞠躬尽瘁死而后已的精神，可以激励世世代代的无数的后来人；知道抵抗不了，就缴械投降，同流合污，那就不但亡国，而且亡天下。

所以虽然知其不可为，但是还是一定要有为。

这个精神，在诸葛亮身上，得到完美的体现。",19,14,3,
133,南方周末,养子的逆袭：沐英在云南,https://www.infzm.com/contents/281026,2024-10-22 17:00:00,王在田,"读明史征南事迹，我一直有个疑问：攻伐云南真的是沐英的才智勇略大爆发吗？《明史》对于征南副将军蓝玉在征南战役中的记载只有区区五十四个字，对于征南将军傅友德也不满两百字。云南，仿佛就是沐英单枪匹马收复的——毕竟，历史是由幸存者书写的。

然而，哀牢山也给了沐英一个证明自己的机会。",36,51,8,
134,南方周末,外交部：中印双方已就边境问题达成解决方案,https://www.infzm.com/contents/281046,2024-10-22 15:40:39,央视新闻,,21,16,4,
135,南方周末,善择ESG风险跟踪第55期｜131家公司暴露ESG风险，泉阳泉喊话离岗多年员工回来上班引发热议,https://www.infzm.com/contents/281040,2024-10-22 15:31:11,南方周末中国企业社会责任研究中心,,2,7,0,
136,南方周末,#科创连连问【丁泓禹】,https://www.infzm.com/contents/281042,2024-10-22 15:17:31,"
南方周末科创力研究中心",他曾是3M中国最早的技术服务工程师之一，现在是3M全球资深副总裁兼3M中国总裁，亲历3M中国从进口产品代理到建立创新体系并不断推出创新产品的全过程。,0,0,0,
137,南方周末,检查结果互联互通：有助于患者福祉与医保控费丨快评,https://www.infzm.com/contents/281038,2024-10-22 15:00:00,陈斌,就检查结果互联互通而言，医院的动力显然是不足的；一般而言患者的动机还是比较强的，但若是有基本医保，在不需要出钱或出钱比例不高的情况之下，动机就会减弱不少。,16,21,5,
138,南方周末,穷小子翻身的危险游戏，没有人是赢家,https://www.infzm.com/contents/280557,2024-10-22 14:00:00,飞白,,8,4,2,
139,南方周末,艾略特·温伯格：我在疫情期间读了1600首杜甫诗歌,https://www.infzm.com/contents/280992,2024-10-22 12:00:00,南方人物周刊记者 孙凌宇 南方人物周刊实习记者 林锦淼,"“美国是唯一一个不以其文化生产者为荣的国家。在纽约，没有任何东西是以曾经在纽约生活过的最著名作家的名字命名的，比如沃尔特·惠特曼或赫尔曼·梅尔维尔。从政者里，奥巴马是个例外，但除此之外就不是了。没有一个国会议员能说出一位在世美国诗人的名字，也许他们会认识写惊悚小说的，比如斯蒂芬·金”

（本文首发于南方人物周刊）",9,10,2,
140,南方周末,司法部原副部长刘志强被“双开”,https://www.infzm.com/contents/281016,2024-10-22 10:05:50,央视新闻,,9,1,3,
141,南方周末,第一次搞懂“平仓”，是为了买一只玲娜贝儿,https://www.infzm.com/contents/280617,2024-10-22 10:00:00,雨衣,买基金买黄金，都不如买玩偶？,5,14,6,
142,南方周末,梁龙：这个世界转得不够快,https://www.infzm.com/contents/280984,2024-10-22 09:00:00,南方人物周刊记者 孟依依,"极限本身所包含的刺激感和可能性多年来都在诱惑他。“还行就是不行。”二十多岁的梁龙这么说过，到了47岁，他仍旧坚持“什么事都到极限才有意思”

（本文首发于南方人物周刊）",7,6,0,
143,南方周末,巨头齐下场，AI的尽头是核能？,https://www.infzm.com/contents/281010,2024-10-21 22:47:37,南方周末科创力研究中心,难道真的应了那句，“AI的尽头是核能”？！,14,10,1,
144,南方周末,国考30年，招录人数再创历史新高,https://www.infzm.com/contents/280971,2024-10-21 22:32:47,,,4,6,0,
145,南方周末,我国首部肥胖症诊疗权威指南发布｜周一健,https://www.infzm.com/contents/281008,2024-10-21 22:32:47,南方周末记者 宋炳晨,目前在我国有五种减重药物获得国家药品监督管理局批准，用于成年原发性肥胖症患者减重，包括司美格鲁肽、替尔泊肽、利拉鲁肽、贝那鲁肽、奥利司他，其中前四种均为GLP-1类药物。,10,8,5,
146,南方周末,高位截瘫后成为时尚博主：“我们其实比自己想象的要更坚强”,https://www.infzm.com/contents/280987,2024-10-21 22:00:00,南方人物周刊记者 聂阳欣,"她在希望和绝望中反复煎熬，身体疼痛、情绪崩溃的时候，她想着死了算了，但有时仅仅是吃一顿饭，出门看到蓝天，又会让她庆幸自己还活着。“其实你没法选择，人要么死，要么活，活下去只能硬着头皮往下走，但觉得还是活着更好。”

（本文首发于南方人物周刊）",46,46,17,
147,南方周末,钱锺书自嘲“枯蜗”,https://www.infzm.com/contents/280886,2024-10-21 20:00:00,裴伟,钱锺书给汪荣祖的信算是调侃，总之，“蝟”“蜗”钱先生不会混淆。,8,54,1,
148,南方周末,专访陈好：真人秀的真，也是做自己,https://www.infzm.com/contents/280955,2024-10-21 18:00:00,王萌 林小桐,,5,4,2,
149,南方周末,梁强当选越南国家主席,https://www.infzm.com/contents/280982,2024-10-21 17:41:23,新华社,,4,1,3,
